Real o Pto.,Asiento ,Documento ,Proveedor,Detalle,Fecha_Contable,Fecha_Documento,Moneda, Precio Unitario,ARS,USD, Cantidad, Cuenta ,Cuenta,Área,Linea Negocio,Horario
R20,,11390301,Rodeo S.A.,,3/11/2020,2/25/2020,Pesos,"  1,529.36 ",  16.10 ,"  1,529.36 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,nocturno
R20,,2163637,Rodeo S.A.,,3/11/2020,2/25/2020,Pesos,"  1,529.36 ",  16.10 ,"  1,529.36 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sla,nocturno
R20,,4180922,Rodeo S.A.,,3/11/2020,2/25/2020,Dólares,"  4,684.64 ","  454,972.24 ","  4,684.64 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
R20,,12092381,BTG Transportes S.A.,,3/18/2020,3/3/2020,Dólares,  776.00 ,"  75,365.12 ",  776.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,igr,diurno
R20,,2965058,Elex SRL,,3/30/2020,3/15/2020,Dólares,  496.18 ,"- 48,189.39 ",- 496.18 ,- 1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,igr,diurno
R20,,6973169,Fierro S.A.,,3/30/2020,3/15/2020,Pesos,  208.00 ,"  20,200.96 ",  208.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,fma,diurno
R20,,12424100,Terra S.A.,,5/7/2020,4/22/2020,Pesos,  37.62 ,"  3,654.04 ",  37.62 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
R20,,12971957,Terra S.A.,,5/7/2020,4/22/2020,Pesos,  37.62 ,"  3,654.04 ",  37.62 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,juj,diurno
R20,,3929525,Terra S.A.,,5/7/2020,4/22/2020,Pesos,  198.49 ,"  19,277.15 ",  198.49 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,fma,diurno
R20,,9958076,Terra S.A.,,5/7/2020,4/22/2020,Dólares,  37.62 ,"  3,654.04 ",  37.62 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,diurno
R20,,3675667,Fierro S.A.,,5/8/2020,4/23/2020,Pesos,  864.00 ,"  83,911.68 ",  864.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
R20,,3024721,Terra S.A.,,5/12/2020,4/27/2020,Pesos,  90.82 ,"  8,820.05 ",  90.82 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
R20,,9414311,Terra S.A.,,5/12/2020,4/27/2020,Pesos,  37.41 ,"  3,633.06 ",  37.41 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
R20,,14895895,Terra S.A.,,5/12/2020,4/27/2020,Dólares,  144.22 ,"  14,007.03 ",  144.22 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,fma,diurno
R20,,881655,Terra S.A.,,5/12/2020,4/27/2020,Pesos,  37.41 ,"  3,633.06 ",  37.41 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,fma,diurno
R20,,6163716,Terra S.A.,,5/12/2020,4/27/2020,Dólares,  37.41 ,"  3,633.06 ",  37.41 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,diurno
R20,,13991458,Johnson y Cia,,5/12/2020,4/27/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
R20,,12063002,Johnson y Cia,,5/12/2020,4/27/2020,Dólares,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
R20,,10141606,BTG Transportes S.A.,,5/18/2020,5/3/2020,Dólares,  437.96 ,"- 42,534.68 ",- 437.96 ,- 1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,nocturno
R20,,12189308,BTG Transportes S.A.,,5/18/2020,5/3/2020,Dólares,  520.00 ,"  101,004.80 ","  1,040.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,crd,diurno
R20,,1937303,BTG Transportes S.A.,,5/18/2020,5/3/2020,Pesos,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,diurno
R20,,3175586,BTG Transportes S.A.,,5/18/2020,5/3/2020,Dólares,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,rza,diurno
R20,,6341439,BTG Transportes S.A.,,5/18/2020,5/3/2020,Pesos,  520.00 ,"  101,004.80 ","  1,040.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,sfn,diurno
R20,,12263800,BTG Transportes S.A.,,5/18/2020,5/3/2020,Pesos,  578.00 ,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,rza,nocturno
R20,,5615912,BTG Transportes S.A.,,5/18/2020,5/3/2020,Pesos,  441.60 ,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,nocturno
R20,,13743496,Johnson y Cia,,5/27/2020,5/12/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
R20,,7014065,Johnson y Cia,,5/27/2020,5/12/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
R20,,6979926,Johnson y Cia,,5/27/2020,5/12/2020,Dólares,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
R20,,1075623,Johnson y Cia,,5/27/2020,5/12/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
R20,,6947857,Johnson y Cia,,5/27/2020,5/12/2020,Dólares,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
R20,,8950588,Johnson y Cia,,5/27/2020,5/12/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
R20,,12777121,Elex SRL,,5/28/2020,5/13/2020,Dólares,"  1,856.00 ","  180,254.72 ","  1,856.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,540235,Elex SRL,,5/28/2020,5/13/2020,Dólares,  616.00 ,"  119,651.84 ","  1,232.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,12565159,Elex SRL,,5/28/2020,5/13/2020,Dólares,  672.00 ,"  130,529.28 ","  1,344.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,13154486,Elex SRL,,5/28/2020,5/13/2020,Dólares,  664.00 ,"  64,487.68 ",  664.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,6139281,Elex SRL,,5/28/2020,5/13/2020,Pesos,  664.00 ,"  64,487.68 ",  664.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,7759177,Elex SRL,,5/28/2020,5/13/2020,Pesos,  920.00 ,"  89,350.40 ",  920.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
R20,,10550111,Elex SRL,,5/28/2020,5/13/2020,Dólares,"  1,248.00 ","  121,205.76 ","  1,248.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,6954533,Elex SRL,,5/28/2020,5/13/2020,Dólares,"  1,248.00 ","  121,205.76 ","  1,248.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
R20,,3515317,Elex SRL,,5/28/2020,5/13/2020,Dólares,"  1,724.00 ","  167,434.88 ","  1,724.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
R20,,10171109,Elex SRL,,5/28/2020,5/13/2020,Dólares,"  1,724.00 ","  167,434.88 ","  1,724.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
R20,,14188402,Elex SRL,,5/28/2020,5/13/2020,Pesos,"  3,584.00 ","  348,078.08 ","  3,584.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
R20,,14739018,Stone S.A.,,5/28/2020,5/13/2020,Dólares,  848.00 ,"  82,357.76 ",  848.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,7788312,Elex SRL,,5/28/2020,5/13/2020,Pesos,  808.00 ,"  78,472.96 ",  808.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,nocturno
R20,,3886792,Elex SRL,,5/31/2020,5/16/2020,Dólares,  145.07 ,"  14,089.39 ",  145.07 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
R20,,13208256,Elex SRL,,5/31/2020,5/16/2020,Dólares,  160.59 ,"  31,192.61 ",  321.18 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
R20,,6225553,Elex SRL,,5/31/2020,5/16/2020,Pesos,  464.18 ,"  45,081.55 ",  464.18 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,igr,diurno
R20,,2121786,Elex SRL,,5/31/2020,5/16/2020,Dólares,  465.28 ,"  45,187.99 ",  465.28 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,igr,diurno
R20,,2561123,Elex SRL,,5/31/2020,5/16/2020,Dólares,  424.73 ,"  41,249.58 ",  424.73 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,igr,diurno
R20,,10928355,Elex SRL,,5/31/2020,5/16/2020,Dólares,  321.17 ,"  31,191.84 ",  321.17 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,igr,diurno
R20,,6147860,Elex SRL,,5/31/2020,5/16/2020,Dólares,  464.18 ,"  45,081.55 ",  464.18 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,7432621,Elex SRL,,5/31/2020,5/16/2020,Pesos,  232.64 ,"  45,187.99 ",  465.28 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,7867489,Elex SRL,,5/31/2020,5/16/2020,Pesos,  424.72 ,"  41,248.81 ",  424.72 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,4183605,Elex SRL,,5/31/2020,5/16/2020,Pesos,  48.35 ,"  14,087.84 ",  145.06 ,  3.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,636144,Elex SRL,,5/31/2020,5/16/2020,Dólares,  321.17 ,"  31,191.84 ",  321.17 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,9121979,Elex SRL,,5/31/2020,5/16/2020,Dólares,  464.18 ,"  45,081.55 ",  464.18 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,3585097,Elex SRL,,5/31/2020,5/16/2020,Dólares,  465.28 ,"  45,187.99 ",  465.28 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,12872111,Elex SRL,,5/31/2020,5/16/2020,Pesos,  72.53 ,"  14,088.62 ",  145.06 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,14370385,Elex SRL,,5/31/2020,5/16/2020,Dólares,  107.06 ,"  31,191.84 ",  321.17 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,14621950,Elex SRL,,5/31/2020,5/16/2020,Dólares,  465.28 ,"  45,187.99 ",  465.28 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,irj,diurno
R20,,2356738,Elex SRL,,5/31/2020,5/16/2020,Pesos,  424.73 ,"  41,249.58 ",  424.73 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,irj,diurno
R20,,4606460,Elex SRL,,5/31/2020,5/16/2020,Pesos,  321.17 ,"  31,191.84 ",  321.17 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,irj,diurno
R20,,11493409,Elex SRL,,5/31/2020,5/16/2020,Pesos,  464.18 ,"  45,081.55 ",  464.18 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
R20,,14282509,Elex SRL,,5/31/2020,5/16/2020,Dólares,  465.28 ,"  45,187.99 ",  465.28 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
R20,,14810019,Elex SRL,,5/31/2020,5/16/2020,Pesos,  145.06 ,"  14,088.62 ",  145.06 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
R20,,2597110,Elex SRL,,5/31/2020,5/16/2020,Pesos,  321.17 ,"  31,191.84 ",  321.17 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
R20,,12946860,Elex SRL,,5/31/2020,5/16/2020,Pesos,  232.09 ,"  45,080.77 ",  464.18 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,10055608,Elex SRL,,5/31/2020,5/16/2020,Dólares,  154.73 ,"  45,081.55 ",  464.18 ,  3.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,675816,Elex SRL,,5/31/2020,5/16/2020,Pesos,  315.52 ,"  91,929.91 ",  946.56 ,  3.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,6100166,Elex SRL,,5/31/2020,5/16/2020,Dólares,  424.72 ,"  41,248.81 ",  424.72 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,209343,Elex SRL,,5/31/2020,5/16/2020,Dólares,  145.06 ,"  14,087.84 ",  145.06 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,9548135,Elex SRL,,5/31/2020,5/16/2020,Dólares,  321.17 ,"  31,191.84 ",  321.17 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,7502032,Elex SRL,,5/31/2020,5/16/2020,Pesos,  314.79 ,"  91,716.24 ",  944.36 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
R20,,5004688,Elex SRL,,5/31/2020,5/16/2020,Pesos,  465.28 ,"  45,187.99 ",  465.28 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
R20,,9818281,Elex SRL,,5/31/2020,5/16/2020,Dólares,  473.28 ,"  91,929.91 ",  946.56 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
R20,,12225947,Elex SRL,,5/31/2020,5/16/2020,Pesos,  424.71 ,"  41,248.03 ",  424.71 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
R20,,14926359,Elex SRL,,5/31/2020,5/16/2020,Pesos,  153.06 ,"  29,730.37 ",  306.12 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,nocturno
R20,,13622549,Elex SRL,,5/31/2020,5/16/2020,Dólares,  321.17 ,"  31,191.84 ",  321.17 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
R20,,2503573,Elex SRL,,5/31/2020,5/16/2020,Pesos,  329.16 ,"  63,936.04 ",  658.32 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
R20,,7288200,Elex SRL,,5/31/2020,5/16/2020,Dólares,  424.72 ,"  41,248.81 ",  424.72 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sla,diurno
R20,,7838821,Elex SRL,,5/31/2020,5/16/2020,Dólares,  321.17 ,"  31,191.84 ",  321.17 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sla,diurno
R20,,7034686,Elex SRL,,5/31/2020,5/16/2020,Dólares,  464.18 ,"  45,080.77 ",  464.18 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,11395615,Elex SRL,,5/31/2020,5/16/2020,Dólares,  464.18 ,"  45,080.77 ",  464.18 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,5004237,Elex SRL,,5/31/2020,5/16/2020,Dólares,  465.28 ,"  45,187.99 ",  465.28 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,7629201,Elex SRL,,5/31/2020,5/16/2020,Dólares,  315.52 ,"  91,929.91 ",  946.56 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,13862960,Elex SRL,,5/31/2020,5/16/2020,Pesos,  424.72 ,"  41,248.81 ",  424.72 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,12474802,Elex SRL,,5/31/2020,5/16/2020,Pesos,  639.20 ,"  62,079.10 ",  639.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sla,diurno
R20,,796654,Elex SRL,,5/31/2020,5/16/2020,Pesos,  639.20 ,"  62,079.10 ",  639.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,nocturno
R20,,7064037,Elex SRL,,5/31/2020,5/16/2020,Dólares,  145.06 ,"  14,087.84 ",  145.06 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,13165978,BTG Transportes S.A.,,6/4/2020,5/20/2020,Pesos,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,8598882,BTG Transportes S.A.,,6/4/2020,5/20/2020,Pesos,  424.00 ,"  82,357.76 ",  848.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,luq,diurno
R20,,1478171,BTG Transportes S.A.,,6/4/2020,5/20/2020,Pesos,  470.00 ,"  45,646.40 ",  470.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,mdz,nocturno
R20,,3189823,BTG Transportes S.A.,,6/5/2020,5/21/2020,Dólares,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
R20,,14870050,BTG Transportes S.A.,,6/5/2020,5/21/2020,Pesos,"  1,040.00 ","  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,6417718,BTG Transportes S.A.,,6/5/2020,5/21/2020,Dólares,"  1,040.00 ","  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
R20,,8402268,Fierro S.A.,,6/9/2020,5/25/2020,Dólares,  544.00 ,"  52,833.28 ",  544.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,7553566,Fierro S.A.,,6/9/2020,5/25/2020,Dólares,  544.00 ,"  52,833.28 ",  544.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,9286755,Fierro S.A.,,6/9/2020,5/25/2020,Pesos,  544.00 ,"  52,833.28 ",  544.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,4820799,BTG Transportes S.A.,,6/11/2020,5/27/2020,Pesos,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
R20,,6596331,BTG Transportes S.A.,,6/11/2020,5/27/2020,Pesos,  732.00 ,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
R20,,11847834,BTG Transportes S.A.,,6/11/2020,5/27/2020,Dólares,  441.60 ,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,igr,nocturno
R20,,10418227,Stone S.A.,,6/18/2020,6/3/2020,Dólares,  776.00 ,"  75,365.12 ",  776.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,9613785,Fierro S.A.,,6/18/2020,6/3/2020,Pesos,  544.00 ,"  52,833.28 ",  544.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,3629731,Elex SRL,,6/18/2020,6/3/2020,Pesos,  616.00 ,"  119,651.84 ","  1,232.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
R20,,1699945,Elex SRL,,6/18/2020,6/3/2020,Pesos,  808.00 ,"  78,472.96 ",  808.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,mdz,nocturno
R20,,2289157,Elex SRL,,6/18/2020,6/3/2020,Dólares,  808.00 ,"  78,472.96 ",  808.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,nocturno
R20,,9832159,Elex SRL,,6/18/2020,6/3/2020,Dólares,  920.00 ,"  89,350.40 ",  920.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,nocturno
R20,,7282442,Elex SRL,,6/18/2020,6/3/2020,Pesos,  664.00 ,"  64,487.68 ",  664.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,igr,diurno
R20,,7936636,Elex SRL,,6/18/2020,6/3/2020,Dólares,  664.00 ,"  64,487.68 ",  664.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,1711665,Stone S.A.,,6/18/2020,6/3/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,igr,diurno
R20,,13089974,Stone S.A.,,6/18/2020,6/3/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,igr,diurno
R20,,2840850,Elex SRL,,6/19/2020,6/4/2020,Dólares,  608.00 ,"  59,048.96 ",  608.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,2658539,Elex SRL,,6/19/2020,6/4/2020,Dólares,  608.00 ,"  59,048.96 ",  608.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,cor,diurno
R20,,13698446,Elex SRL,,6/19/2020,6/4/2020,Pesos,  928.00 ,"  180,254.72 ","  1,856.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
R20,,8499552,Elex SRL,,6/19/2020,6/4/2020,Pesos,"  1,248.00 ","  121,205.76 ","  1,248.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
R20,,4979509,Elex SRL,,6/19/2020,6/4/2020,Pesos,  664.00 ,"  64,487.68 ",  664.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
R20,,8517961,Rodeo S.A.,,6/23/2020,6/8/2020,Dólares,"  4,172.40 ","  405,223.49 ","  4,172.40 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
R20,,12358506,Rodeo S.A.,,6/23/2020,6/8/2020,Pesos,"  15,083.52 ","  1,464,911.46 ","  15,083.52 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
R20,,994225,Elex SRL,,6/25/2020,6/10/2020,Pesos,  808.00 ,"  78,472.96 ",  808.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,nocturno
R20,,11620648,Elex SRL,,6/25/2020,6/10/2020,Dólares,"  1,248.00 ","  121,205.76 ","  1,248.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,3275699,Elex SRL,,6/25/2020,6/10/2020,Dólares,"  1,624.00 ","  157,722.88 ","  1,624.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,nocturno
R20,,6581623,Elex SRL,,6/25/2020,6/10/2020,Dólares,  664.00 ,"  64,487.68 ",  664.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,157580,Elex SRL,,6/25/2020,6/10/2020,Pesos,  664.00 ,"  64,487.68 ",  664.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,14905135,Elex SRL,,6/25/2020,6/10/2020,Pesos,  664.00 ,"  64,487.68 ",  664.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
R20,,11845676,Fierro S.A.,,6/29/2020,6/14/2020,Pesos,  208.00 ,"  20,200.96 ",  208.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,fma,diurno
R20,,9231571,Fierro S.A.,,7/3/2020,6/18/2020,Dólares,  344.00 ,"  33,409.28 ",  344.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,fma,diurno
R20,,3433348,Elex SRL,,7/6/2020,6/21/2020,Pesos,  264.00 ,"  25,639.68 ",  264.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,993939,Elex SRL,,7/6/2020,6/21/2020,Dólares,  264.00 ,"  25,639.68 ",  264.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
R20,,11033413,BTG Transportes S.A.,,7/13/2020,6/28/2020,Pesos,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
R20,,9236811,BTG Transportes S.A.,,7/13/2020,6/28/2020,Pesos,  248.00 ,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,1425509,BTG Transportes S.A.,,7/13/2020,6/28/2020,Dólares,  287.60 ,"  27,931.71 ",  287.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,nocturno
R20,,11870957,BTG Transportes S.A.,,7/13/2020,6/28/2020,Pesos,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
R20,,9747009,BTG Transportes S.A.,,7/13/2020,6/28/2020,Dólares,  732.00 ,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
R20,,14385454,BTG Transportes S.A.,,7/13/2020,6/28/2020,Dólares,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,mdz,diurno
R20,,5670459,BTG Transportes S.A.,,7/13/2020,6/28/2020,Dólares,  899.20 ,"  87,330.30 ",  899.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,nocturno
R20,,12697610,BTG Transportes S.A.,,7/13/2020,6/28/2020,Dólares,  899.20 ,"  87,330.30 ",  899.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,nocturno
R20,,11413555,BTG Transportes S.A.,,7/13/2020,6/28/2020,Dólares,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
